age,alignment,avatar_url,backstory,character_class,created_at,description,dndbeyond_url,goals,group_name,guild,guild_id,id,is_favorite,last_used,message_count,metadata,name,notes,personality,pronouns,race,registry,shared_group,shared_group_id,subgroup,tags,trigger,updated_at,user_id
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T01:51:33.338404,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,2,False,,0,MetaData(),The Dude,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,heyrtg,2025-08-08T01:51:33.338408,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T02:13:10.557369,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,5,False,,0,MetaData(),sam,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,ght,2025-08-08T02:14:23.411736,1403151954586239010
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T03:15:05.972476,,,,Heist,<models.Guild object at 0x7f63183709d0>,1402043473322053683,9,False,,0,MetaData(),test me balls,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,test,,t:,2025-08-09T23:13:44.147254,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T03:14:33.158183,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,8,False,,0,MetaData(),Tom Thumb,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,t.,2025-08-08T03:14:33.158186,205539361096335371
,,https://cdn.discordapp.com/ephemeral-attachments/1403184068929261641/1403218483805687848/young_warrior-paladin.png?ex=6896c08d&is=68956f0d&hm=9cf6505e78428b827488e6056cf51d131ab3b4dc2dae40dd732a661e692d7a33&,,,2025-08-08T03:19:30.342091,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,10,False,,0,MetaData(),Johnny B Good,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,j.,2025-08-08T03:29:18.024905,205539361096335371
,,https://cdn.discordapp.com/attachments/1403163866732433538/1403218729088585831/Trester.png?ex=6896c0c7&is=68956f47&hm=f31a9b9b089fe43fdadb84420f5fa085bcf6be6a618766a8f3eec60be0874276&,,,2025-08-08T03:30:00.641224,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,11,False,,0,MetaData(),camping coolio,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,c.,2025-08-08T03:30:15.890051,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T03:40:21.925939,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,12,False,,0,MetaData(),coop,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,Hero,co.,2025-08-10T14:37:15.843693,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T05:59:05.200882,,,,Abc,<models.Guild object at 0x7f63183709d0>,1402043473322053683,15,True,2025-08-08T07:13:09.064378,3,MetaData(),Emma,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,"NPC, Hero, Cool",e.,2025-08-10T14:46:47.847553,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T02:14:43.882151,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,7,False,,0,MetaData(),duder,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,Test,,d.,2025-08-10T21:50:03.333288,1403151954586239010
,,https://cdn.discordapp.com/ephemeral-attachments/1403184068929261641/1403227006828810281/young_warrior-paladin.png?ex=6896c87d&is=689576fd&hm=6e965f3d6f035187b046fc5c1654ee60f9e3aa48fd8ced6d337b46c9d8a8519f&,,,2025-08-08T04:02:04.521133,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,13,False,2025-08-08T04:04:09.202719,5,MetaData(),Quirky fighter,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,quirk,2025-08-08T04:04:09.203152,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T04:46:57.085591,,,,Heist,<models.Guild object at 0x7f63183709d0>,1402043473322053683,14,False,2025-08-11T22:48:16.419716,1,MetaData(),brian billings,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,br.,2025-08-11T22:48:16.423764,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T02:13:29.831151,,,,Test perm,<models.Guild object at 0x7f63183709d0>,1402043473322053683,6,False,2025-08-11T22:48:43.303897,1,MetaData(),Malachi,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,m.,2025-08-11T22:48:43.304272,1403151954586239010
,,https://static.wikia.nocookie.net/nicos-nextbots-fanmade/images/b/b5/Ballface.png/revision/latest?cb=20230619033338,,,2025-08-08T02:09:47.121692,,,,Abc,<models.Guild object at 0x7f63183709d0>,1402043473322053683,4,False,,0,MetaData(),Ballsack,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,test,,b:,2025-08-09T23:02:30.468892,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T02:09:46.698942,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,3,False,2025-08-12T21:07:14.391418,50,MetaData(),Sam,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,s.,2025-08-12T21:07:14.391853,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,dfgdfg,2025-08-08T07:10:15.674579,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,25,False,,0,MetaData(),Kaelen Valrius,,,,gdfg,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,NPC,ka.,2025-08-10T14:37:00.597221,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T06:47:21.804089,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,17,False,,0,MetaData(),Sucki,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,suck,2025-08-08T06:47:21.804093,205539361096335371
,,https://cdn.discordapp.com/embed/avatars/0.png,,,2025-08-08T07:03:17.912215,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,24,False,,0,MetaData(),george,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,g.,2025-08-08T07:03:17.912219,205539361096335371
24,Chaotic Neutral,https://cdn.discordapp.com/ephemeral-attachments/1403184068929261641/1403262483182915634/Gemini_Generated_Image_2lsnok2lsnok2lsn.png?ex=6896e987&is=68959807&hm=5754489469c3d143becef7ee8a8f312f187c44f75d4a5af9b01c94f8548060de&,"After years of cross-referencing demonic texts and celestial scripts, Malachi believed he had reconstructed a key phrase. He was arrogant, convinced of his own intellectual superiority. He believed he could pose a question to a powerful fiend and compel a truthful answer without offering anything in return. He saw it as an experiment, a way to verify his research and unlock secrets no other mortal had ever accessed.

In the sound-proofed security of his private study, he inscribed a complex, theoretical summoning diagram—not for binding, but for communication. He spoke the reconstructed phrase. The air did not grow cold, nor did the room fill with smoke. Instead, a voice answered, not in the room, but inside his head. It was calm, articulate, and terrifyingly intelligent.

It was the voice of a Pit Fiend, a general from the Nine Hells. The fiend was amused by Malachi's attempt, praising his intellect before pointing out the subtle, critical flaw in his translation. The ""universal syntax"" wasn't a tool for compelling answers; it was an invitation to bargain, with the speaker's soul as the automatic wager.

Malachi had not summoned a fiend to his study; he had opened a direct, irrevocable line of communication to its throne in Avernus.",Warlock 9,2025-08-08T06:23:30.555402,"Malachi stands 6'1 tall with a slim build, grey hair, ashen skin with two horns that curl back over his head. His purple eyes pierce your soul when your eyes meet his.",https://www.dndbeyond.com/characters/148862049/P5eYxF,To free himself from his pact and turn the power that binds him against his captor.,Heist,<models.Guild object at 0x7f63183709d0>,1402043473322053683,16,False,2025-08-14T05:57:00.998242,174,MetaData(),Malachi Valerius,Malachi is a pain in the ass,"Cranky, Mischevious, arrogant, fun, dude",he/him,Teifling,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,m.,2025-08-14T05:57:00.999040,205539361096335371
25,,https://cdn.discordapp.com/embed/avatars/0.png,sdfsdfsd,Wizard 5,2025-08-12T17:54:00.557839,sdfsdf,,fsdfsdfsdf,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,33,False,,0,MetaData(),Test stuff,sdfsdfsd,sdfsdfsdf,he/him,human,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,ts.,2025-08-12T17:54:00.557842,205539361096335371
21,,https://cdn.discordapp.com/embed/avatars/0.png,,Sorcerer 10,2025-08-12T12:24:36.457997,A 6'3 silver dragonborn who was several scars around his body and a tatoo on his right arm,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,32,False,2025-08-12T21:06:10.305846,8,MetaData(),Nolkas,,,He/him,Dragonborn,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,n:,2025-08-12T21:06:10.306139,1114551967713329163
23,Neutral,https://cdn.discordapp.com/ephemeral-attachments/1403184068929261641/1404888768330203177/Leonardo_Anime_XL_A_black_and_white_fantasy_portrait_of_a_high_2.jpg?ex=689cd41f&is=689b829f&hm=dfb5bcd4c1776f4ae8c00c30f06b6742d53a927fb29761f6658bf4caef934265&,,Rouge 2,2025-08-12T18:00:55.373432,"Elajeon is a young, striking high elf with a lean yet athletic build. He has smooth, fair skin and sharp, defined facial features, including a strong jawline and high cheekbones. His almond-shaped eyes are an intense shade of green, giving him a piercing, focused gaze. His ears are long and pointed, characteristic of elven heritage.

His hair is medium-length, straight, and jet-black, falling slightly tousled around his face. He wears intricate, polished silver plate armor on his shoulders and forearms, engraved with swirling patterns. Beneath the armor, he has a dark tunic layered with leather straps and belts, suggesting a mix of mobility and protection. A dark cloak with a hood rests on his back",https://www.dndbeyond.com/characters/150742032/9tgvl0,He wants only to live,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,34,False,2025-08-13T05:24:39.389439,74,MetaData(),Elajeon Urnann,,,he/him,Elf,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,E:,2025-08-13T05:24:39.389818,1114551967713329163
50,Lawful Neutral,https://cdn.discordapp.com/ephemeral-attachments/1403184068929261641/1404894117695062205/Baern.png?ex=689cd91b&is=689b879b&hm=b5843006a6ba1afcb2fa9dfb413cc63a4ad59c2e1a63fde839ea985a5b00e1a5&,"Before the Sundering, Baern Stonekiln was a humble stone-mason and farmer, content with the reliable rhythm of tilling the earth and shaping the stone of his homestead. His life was one of simple pleasures and deep-rooted traditions, tied to the soil and the mountains his dwarven ancestors had called home for millennia. But the ""silent slumber"" that followed the cataclysm was not a gentle sleep; it was a waking nightmare of loss, where he felt the world he knew, and all the history and traditions it contained, slip away into nothingness.

He awoke in the Bastion of Dawn with a profound sense of purpose. He saw this new world not as a broken relic, but as a divine canvas waiting to be remade. His humble life as a farmer had taught him the value of strong foundations, and now, he believed, a higher power had chosen him to build the very foundations of a new civilization. He took up the mantle of a Paladin, swearing an Oath of Conquest to bring order to the wild and chaotic Sundered Lands. He believes that true peace can only be achieved through strength and the establishment of a righteous, unyielding order.",Paladin,2025-08-12T18:27:02.274671,"Baern is a male dwarf paladin in his 50's. He wears a practical, well-worn plate armor with a castle emblem on the breastplate. His thick, ginger-brown beard is long and braided with small copper rings. He usually wields a warhammer, a tool of both destruction and construction",https://www.dndbeyond.com/characters/150660126,"He believes that true peace and salvation of the Sundered lands can only be achieved through strength and the establishment of a righteous, unyielding order.",,<models.Guild object at 0x7f63183709d0>,1402043473322053683,36,False,2025-08-12T19:07:38.083253,4,MetaData(),Baern Stonekiln,,"He believes that order and conquest are the keys to a prosperous world.

He has a deep respect for those who toil with their hands, be they farmers, masons or maids.

He is slow to trust others, but fiercely loyal once that trust is earned.",,Dwarf,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,b:,2025-08-12T19:07:38.083529,1190723075738710066
,,https://cdn.discordapp.com/ephemeral-attachments/1403184068929261641/1404904559482109952/20250731_1737_Narrator_Illustration_simple_compose_01k1gen0vke3vth8f7e3eq3gjy_1.png?ex=689ce2d4&is=689b9154&hm=4bc76bc19acd624c8d865629b937234a31ccbdb6a95874545ffbde13849e8f04&,,,2025-08-12T19:01:50.438747,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,40,False,2025-08-12T19:08:29.678515,9,MetaData(),Narrator,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,nar:,2025-08-12T19:09:09.990246,1114551967713329163
,,https://cdn.discordapp.com/attachments/1404610820385800232/1404898237181202555/kardis_v1.png?ex=689cdcf1&is=689b8b71&hm=e774f207dd89bd27b20ad8ebc29aafe46df2969d63592c09ec73b6e40ff308b8&,,,2025-08-12T18:50:22.361738,"You see a 5ft lizzard, with green scales and yellow'ish belly scales, his green eyes seem content and cold.",https://www.dndbeyond.com/characters/150742608,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,37,False,2025-08-12T20:46:41.610079,62,MetaData(),Kordis,,,,,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,k:,2025-08-12T20:46:41.610437,328658794194141184
,,https://cdn.discordapp.com/embed/avatars/0.png,,Test 1,2025-08-12T19:38:16.082817,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,42,False,,0,MetaData(),Kael,,,,Human,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,k:,2025-08-12T19:38:16.082821,1114551967713329163
,,https://cdn.discordapp.com/ephemeral-attachments/1403184068929261641/1404905696306266274/unnamed_3.png?ex=689ce3e3&is=689b9263&hm=58072f586d76fc7d7db33de15cc03cdae2aaf8def0a680c27db0a795c5347de2&,,Omnibeing,2025-08-12T19:13:18.901722,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,41,False,2025-08-13T19:12:05.603353,14,MetaData(),The Weaver (Narrator),,,,Onmniscient,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,w:,2025-08-13T19:12:05.604674,1190723075738710066
,,https://cdn.discordapp.com/ephemeral-attachments/1403184068929261641/1404912871095275710/Life_cleric_portrait.png?ex=689cea92&is=689b9912&hm=453875b1449bea608cbceef6dcc19dfc940d381e9924835a336b0f40892cc71d&,,Cleric 2,2025-08-12T19:41:30.318449,,,,,<models.Guild object at 0x7f63183709d0>,1402043473322053683,43,False,2025-08-12T21:07:21.643980,38,MetaData(),Atera Bizirik,,,,Human,<sqlalchemy.orm.decl_api.registry object at 0x7f6318d7b450>,,,,,A:,2025-08-12T21:07:21.644329,1398690882596638733
